Keys,Values
Tên TCPH:,"
Công ty cổ phần Đảm bảo giao thông đường thủy Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đảm bảo giao thông đường thủy Hải Phòng
Mã chứng khoán:,DDH
Mã ISIN:,VN000000DDH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 51/2016/GCNCP-VSD do VSD cấp ngày 19/05/2016
Tổng số chứng khoán đăng ký:,3.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,36.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
