Keys,Values
Tên TCPH:,"
Công ty Cổ phần Bao bì nhựa Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Bao bì nhựa Sài Gòn
Mã chứng khoán:,SPP
Mã ISIN:,VN000000SPP2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 40/2008/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 18/09/2008, số 40/2008/GCNCP-VSD-6  cấp thay đổi lần 6 ngày 29/10/2018"
Tổng số chứng khoán đăng ký:,25.120.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,251.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
