Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình giao thông tỉnh Bà Rịa - Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình giao thông tỉnh Bà Rịa - Vũng Tàu
Mã chứng khoán:,BGT
Mã ISIN:,VN000000BGT9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:   75/2020/GCNCP-VSD do VSD cấp lần đầu ngày 1/12/2020
Tổng số chứng khoán đăng ký:,7.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,78.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
