Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.HPG.KIS.M.CA.T.06
Mã chứng quyền:,CHPG2006
Mã ISIN:,VN0CHPG20063
Mã chứng khoán cơ sở:,HPG
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Tập đoàn Hòa Phát
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,05 tháng
Ngày đáo hạn:,16/09/2020
Tỷ lệ chuyển đổi:,2:1
Giá thực hiện:,22.020  đồng
Giá phát hành lần đầu:,1.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   58/2020/GCNCW-VSD do VSD cấp ngày 05/05/2020
Số lượng chứng quyền đăng ký lần đầu tại VSD:,4.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.400.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
