Keys,Values
Tên TCPH:,"
Công ty Cổ phần Công nghiệp Thương mại Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Công nghiệp Thương mại Sông Đà
Mã chứng khoán:,STP
Mã ISIN:,VN000000STP4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 07/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 06/10/2006, Số 07/2006/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 01/12/2016"
Tổng số chứng khoán đăng ký:,8.045.744 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.457.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
