Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng
"
Tên chứng khoán:,Cổ phiếu CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng
Mã chứng khoán:,HCT
Mã ISIN:,VN000000HCT5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 12/2007/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 12/11/2010, số 12/2007/GCNCP-TTLK-1 cấp thay đổi lần 1 ngày 13/11/2008"
Tổng số chứng khoán đăng ký:,2.016.385 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.163.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
