Keys,Values
Tên TCPH:,"
Công ty CP Phân phối khí Thấp áp dầu khí Việt Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Phân phối khí Thấp áp dầu khí Việt Nam
Mã chứng khoán:,PGD
Mã ISIN:,VN000000PGD3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 104/2009/GCNCP-VSD do VSD cấp lần đầu ngày 17/11/2009, Số 104/2009/GCNCP-VSD -4 cấp thay đổi lần 4 ngày 06/1/2015"
Tổng số chứng khoán đăng ký:,89.999.025 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,899.990.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
