Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải Thủy - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải Thủy - Vinacomin
Mã chứng khoán:,WTC
Mã ISIN:,VN000000WTC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 113/2010/GCNCP-VSD do VSD cấp ngày 07/05/2010
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
