Keys,Values
Tên TCPH:,"
Công ty cổ phần xe khách Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần xe khách Hà Nội
Mã chứng khoán:,CXH
Mã ISIN:,VN000000CXH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 06/2016/GCNCP-VSD do VSD cấp ngày 21/01/2016, Số: 06/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 15/07/2019"
Tổng số chứng khoán đăng ký:,1.885.306 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,18.853.060.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
