Keys,Values
Tên TCPH:,"
Công ty cổ phần Lilama 69-3
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Lilama 69-3
Mã chứng khoán:,L63
Mã ISIN:,VN000000L631
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 82/2016/GCNCP-VSD do VSD cấp lần đầu ngày 12/08/2016, Số: 82/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 17/04/2018"
Tổng số chứng khoán đăng ký:,8.279.361 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,82.793.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
