Keys,Values
Tên TCPH:,"
Công ty cổ phần Tàu cao tốc Superdong-Kiên Giang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tàu cao tốc Superdong-Kiên Giang
Mã chứng khoán:,SKG
Mã ISIN:,VN000000SKG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 03/2014/GCNCP-VSD do VSD cấp lần đầu ngày 14/01/2014, Số 03/2014/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 05/08/2019"
Tổng số chứng khoán đăng ký:,63.331.735 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,633.317.350.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
