Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thép Thủ Đức - VNSTEEL
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thép Thủ Đức - VNSTEEL
Mã chứng khoán:,TDS
Mã ISIN:,VN000000TDS0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 31/2011/GCNCP-VSD do Trung tâm Lưu ký Chứng khoán Việt Nam cấp 10/05/2011, Số 31/2011/GCNCP-VSD-1 thay đổi lần 01 ngày 04/05/2016 "
Tổng số chứng khoán đăng ký:,12.225.393 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,122.253.930.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
