Keys,Values
Tên TCPH:,"
Công ty cổ phần Cảng Chân Mây
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cảng Chân Mây
Mã chứng khoán:,CMP
Mã ISIN:,VN000000CMP3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 117/2015/GCNCP-VSD do VSD cấp ngày 01/12/2015 , Số 117/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 15/11/2017"
Tổng số chứng khoán đăng ký:,32.405.415 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,324.054.150.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
