Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thành Thành Công-Biên Hòa
"
Tên chứng khoán:,Trái phiếu chuyển đổi Công ty cổ phần Thành Thành Công - Biên Hòa
Mã chứng khoán:,SBT42004
Mã ISIN:,VN0SBT420041
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,1.000.000.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số: 22/2020/GCNTP-VSD do VSD cấp ngày 05/08/2020
Tổng số chứng khoán đăng ký:,172 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,172.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ theo quy định tại Nghị định 163/2018/NĐ-CP ngày 04/12/2018 của Chính phủ.
Lãi suất:,"6,5%/năm"
Cách thức trả lãi:,Chuyển khoản vào tài khoản do chủ sở hữu trái phiếu thông báo bằng văn bản.
Kỳ hạn:,3 năm
Ngày phát hành:,15/06/2020
Ngày đáo hạn:,15/06/2023
Nơi quản lý tại VSD:,Chi nhánh
