Keys,Values
Tên TCPH:,"
Công ty cổ phần Santomas Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Santomas Việt Nam
Mã chứng khoán:,SVJ
Mã ISIN:,VN000000SVJ3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 102/2015/GCNCP - VSD do VSD cấp ngày 30/10/2015, Số 102/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 17/09/2018"
Tổng số chứng khoán đăng ký:,20.901.835 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,209.018.350.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
