Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu dài hạn đợt 2/2006 kỳ hạn 20 năm
Mã chứng khoán:,BID10406
Mã ISIN:,VN0BID104066
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,3.500.620 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,350.062.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,10.45%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,20 năm
Ngày phát hành:,18/12/2006
Ngày đáo hạn:,18/12/2026
Nơi quản lý tại VSD:,Trụ sở chính
