Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường Đô thị Quảng Ngãi
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường Đô thị Quảng Ngãi
Mã chứng khoán:,MQN
Mã ISIN:,VN000000MQN8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 30/2018/GCNCP-VSD do VSD cấp ngày 09/05/2018;  số 30/2018/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 14/10/2021
Tổng số chứng khoán đăng ký:,4.709.886 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,47.098.860.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
