Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Thành Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Thành Nam
Mã chứng khoán:,TNI
Mã ISIN:,VN000000TNI0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 37/2015/GCNCP-VSD do VSD cấp lần đầu ngày 10/06/2015, Số 37/2015/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 05/04/2018"
Tổng số chứng khoán đăng ký:,52.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,525.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
