Keys,Values
Tên TCPH:,"
Công ty cổ phần City Auto
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần City Auto
Mã chứng khoán:,CTF
Mã ISIN:,VN000000CTF9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 132/2016/GCNCP-VSD do VSD cấp lần đầu ngày 31/10/2016, Số 132/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 28/12/2021"
Tổng số chứng khoán đăng ký:,72.397.776 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,723.977.760.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
