Keys,Values
Tên TCPH:,"
Công ty cổ phần Nhiệt điện Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nhiệt điện Hải Phòng
Mã chứng khoán:,HND
Mã ISIN:,VN000000HND6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 95/2016/GCNCP-VSD do VSD cấp lần đầu ngày 13/09/2016
Tổng số chứng khoán đăng ký:,500.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
