Keys,Values
Tên TCPH:,"
Công ty cổ phần Cầu Đuống
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cầu Đuống
Mã chứng khoán:,CDG
Mã ISIN:,VN000000CDG1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 108/2009/GCNCP-VSD do VSD cấp lần đầu ngày 10/12/2009. Số 108/2009/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 14/11/2013
Tổng số chứng khoán đăng ký:,3.464.995 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,34.649.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
