Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Số 5 Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng số 5 Hà Nội
Mã chứng khoán:,CH5
Mã ISIN:,VN000000CH52
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 14/2010/GCNCP-VSD do VSD cấp lần đầu ngày 19/01/2010. Số 14/2010/GCNCP-VSD-2 cấp thay đổi lần thứ 02 ngày 22/03/2016
Tổng số chứng khoán đăng ký:,3.732.450 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,37.324.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
