Keys,Values
Tên TCPH:,"
Công ty cổ phần Sơn Á Đông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sơn Á Đông
Mã chứng khoán:,ADP
Mã ISIN:,VN000000ADP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 08/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 13/01/2010, số 08/2010/GCNCP-VSD-4 thay đổi lần 4 ngày 08/07/2021"
Tổng số chứng khoán đăng ký:,23.039.850 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,230.398.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
