Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải Xăng dầu Đồng Tháp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải Xăng dầu Đồng Tháp
Mã chứng khoán:,DOP
Mã ISIN:,VN000000DOP7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"59/2011/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 18/08/2011, Số: 59/2011/GCNCP-VSD- 1 cấp thay đổi lần 1 ngày 26/08/2019"
Tổng số chứng khoán đăng ký:,4.719.950 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,47.199.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
