Keys,Values
Tên TCPH:,"
Công ty cổ phần Tổng Bách Hóa
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng Bách Hóa
Mã chứng khoán:,TBH
Mã ISIN:,VN000000TBH7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:  11/2021/GCNCP-VSD do VSD cấp lần đầu ngày 10/03/2021; Số:  11/2021/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 12/05/2021
Tổng số chứng khoán đăng ký:,93.117.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,931.178.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
