Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển nhà Hà Nội 22
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển nhà Hà Nội 22
Mã chứng khoán:,H22
Mã ISIN:,VN000000H225
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"Số 18/2010/GCNCP-VSD do VSD cấp lần đầu ngày 22/01/2010 , Số 18/2010/GCNCP-VSD-1 cấp thay đổi lần thứ nhất ngày 18/07/2011"
Tổng số chứng khoán đăng ký:,3.904.490 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,39.044.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
