Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Quốc tế Việt Nam
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Quốc tế Việt Nam
Mã chứng khoán:,VIB
Mã ISIN:,VN000000VIB1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 186/2016/GCNCP-VSD do VSD cấp lần đầu ngày 09/12/2016, Số: 186/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 20/07/2021"
Tổng số chứng khoán đăng ký:,1.553.142.993 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.531.429.930.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
