Keys,Values
Tên TCPH:,"
Công ty TNHH Quản lý quỹ SSI
"
Tên chứng khoán:,Chứng chỉ quỹ ETF SSIAM VNX50
Mã chứng khoán:,FUESSV50
Mã ISIN:,VN0FUESSV504
Loại chứng khoán:,Chứng chỉ quỹ ETF
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,"Số 02/2014/GCNETF-VSD-01 do VSD cấp ngày 11/10/2017, số 02/2014/GCNETF-VSD-10 cấp thay đổi lần 10 ngày 13/04/2022"
Tổng số chứng khoán đăng ký:,15.700.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,157.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
