Keys,Values
Tên TCPH:,"
CTCP Mía đường 333
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Mía đường 333
Mã chứng khoán:,S33
Mã ISIN:,VN000000S339
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 218/2010/GCNCP-VSD do VSD cấp lần đầu ngày 13/09/2010, Số 218/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 10/10/2012"
Tổng số chứng khoán đăng ký:,8.331.409 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,83.314.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
