Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán SSI
"
Tên chứng quyền:,Chứng quyền VHM/5M/SSI/C/EU/Cash-10
Mã chứng quyền:,CVHM2107
Mã ISIN:,VN0CVHM21075
Mã chứng khoán cơ sở:,VHM
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vinhomes
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,05 tháng
Ngày đáo hạn:,06/01/2022
Tỷ lệ chuyển đổi:,"3,7944:1"
Giá thực hiện:,83.477  đồng
Giá phát hành lần đầu:,3.900  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   88/2021/GCNCW-VSD do VSD cấp lần đầu ngày 23/08/2021; Số:   88/2021/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 20/10/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,9.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,35.100.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,13.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
