Keys,Values
Tên TCPH:,"
Công ty cổ phần Vinaconex 21
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vinaconex 21
Mã chứng khoán:,V21
Mã ISIN:,VN000000V218
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 67/2010/GCNCP-VSD do VSD cấp lần đầu ngày 17/03/2010, Số 67/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 06/10/2016"
Tổng số chứng khoán đăng ký:,11.999.789 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,119.997.890.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
