Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn PAN
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn PAN
Mã chứng khoán:,PAN
Mã ISIN:,VN000000PAN5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 54/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 20/12/2006, Số 54/2006/GCNCP-VSD-18 cấp thay đổi lần 18 ngày 28/02/2020"
Tổng số chứng khoán đăng ký:,216.358.580 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.163.585.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
