Keys,Values
Tên TCPH:,"
Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP
Mã chứng khoán:,MIE
Mã ISIN:,VN000000MIE4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 148/2017/GCNCP-VSD do VSD cấp ngày 31/7/2017
Tổng số chứng khoán đăng ký:,141.991.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.419.915.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
