Keys,Values
Tên TCPH:,"
Công ty cổ phần TASCO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần TASCO
Mã chứng khoán:,HUT
Mã ISIN:,VN000000HUT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 22/2008/GCNCP-TTLK do VSD cấp ngày lần đầu ngày 04/04/2008, Số 22/2008/GCNCP-VSD-15 cấp thay đổi lần 15 ngày 19/01/2022"
Tổng số chứng khoán đăng ký:,348.631.965 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.486.319.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
