Keys,Values
Tên TCPH:,"
Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP
Mã chứng khoán:,KBC
Mã ISIN:,VN000000KBC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 25/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 12/12/2007, Số 25/2007/GCNCP-VSD-7 cấp thay đổi lần thứ 7 ngày 20/10/2021"
Tổng số chứng khoán đăng ký:,575.711.167 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.757.111.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
