Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp thoát nước Tuyên Quang
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp thoát nước Tuyên Quang
Mã chứng khoán:,TQW
Mã ISIN:,VN000000TQW4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 94/2018/GCNCP-VSD do VSD cấp ngày 06/11/2018 
Tổng số chứng khoán đăng ký:,8.933.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,89.332.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
