Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu
Mã chứng khoán:,DHM
Mã ISIN:,VN000000DHM8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 13/2012/GCNCP-VSD do VSD cấp lần đầu ngày 02/7/2012, Số: 13/2012/GCNCP-VSD-5 do VSD cấp thay đổi lần thứ 5 ngày 30/10/2018"
Tổng số chứng khoán đăng ký:,31.396.180 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,313.961.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
