Keys,Values
Tên TCPH:,"
Công ty cổ phần Hoa tiêu hàng hải - TKV
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hoa tiêu hàng hải - TKV
Mã chứng khoán:,HTH
Mã ISIN:,VN000000HTH4
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 05/CPH/2021/GCNCP-VSD do VSD cấp lần đầu ngày 02/07/2021; số 16/2022/GCNCP-VSD do VSD cấp lại ngày 15/03/2022
Tổng số chứng khoán đăng ký:,2.022.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,20.220.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
