Keys,Values
Tên TCPH:,"
Công ty cổ phần  Xây lắp và Vật liệu xây dựng Đồng Tháp
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp
Mã chứng khoán:,BDT
Mã ISIN:,VN000000BDT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 102/2017/GCNCP-VSD do VSD cấp ngày 24/05/2017
Tổng số chứng khoán đăng ký:,38.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,386.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
