Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ đấu thầu đợt 74/2015
Mã chứng khoán:,TD1520267
Mã ISIN:,VNTD15202672
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 47/2015/GCNTP-VSD do VSD cấp ngày 14/7/2015, Số 47/2015/GCNTP-VSD-4 cấp thay đổi lần 4 ngày 15/10/2015
"
Tổng số chứng khoán đăng ký:,57.340.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,5.734.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,6.4%/năm
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày  15/07 từ năm 2016 đến năm đáo hạn.							"
Kỳ hạn:,5 năm
Ngày phát hành:,15/07/2015
Ngày đáo hạn:,15/07/2020
Nơi quản lý tại VSD:,Trụ sở chính
