Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản lý và Sửa chữa đường bộ Vĩnh Phúc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Quản lý và Sửa chữa đường bộ Vĩnh Phúc
Mã chứng khoán:,DBV
Mã ISIN:,VN000000DBV2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 30/2021/GCNCP-VSD do VSD cấp ngày 12/08/2021
Tổng số chứng khoán đăng ký:,2.721.738 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.217.380.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
