Keys,Values
Tên TCPH:,"
Công ty Cổ  phần Mía đường Lam Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ  phần mía đường Lam Sơn
Mã chứng khoán:,LSS
Mã ISIN:,VN000000LSS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 134/2007/GCNCP-CNTTLK do VSD cấp lần đầu ngày 17/12/2007, Số 134/2007/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 16/12/2014"
Tổng số chứng khoán đăng ký:,70.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,700.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
