Keys,Values
Tên TCPH:,"
Công ty cổ phần Thiết bị Phụ tùng Cơ điện
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thiết bị Phụ tùng Cơ điện
Mã chứng khoán:,EMG
Mã ISIN:,VN000000EMG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 160/2016/GCNCP-VSD do VSD cấp lần đầu ngày 30/11/2016
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
