Keys,Values
Tên TCPH:,"
Công ty cổ phầm Vicem Bao bì Hải Phòng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phầm Vicem Bao bì Hải Phòng
Mã chứng khoán:,BXH
Mã ISIN:,VN000000BXH9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 81/2009/GCNCP-VSD do VSD cấp lần đầu ngày 03/11/2009, Số 81/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 16/06/2011"
Tổng số chứng khoán đăng ký:,3.012.040 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.120.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
