Keys,Values
Tên TCPH:,"
Công ty cổ phần Gạch ngói Đồng Nai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Gạch ngói Đồng Nai
Mã chứng khoán:,GND
Mã ISIN:,VN000000GND8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 34/2017/GCNCP-VSD do VSD cấp lần đầu  ngày 24/01/2017, số 34/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 7/9/2017"
Tổng số chứng khoán đăng ký:,9.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,90.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
