Keys,Values
Tên TCPH:,"
Công ty cổ phần Supe Phốt phát và Hóa chất Lâm Thao
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Supe Phốt phát và Hóa chất Lâm Thao
Mã chứng khoán:,LAS
Mã ISIN:,VN000000LAS3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 03/2012/GCNCP-VSD do VSD cấp lần đầu ngày 06/02/2012, 03/2012/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 06/09/2016"
Tổng số chứng khoán đăng ký:,112.856.400 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.128.564.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
