Keys,Values
Tên TCPH:,"
Công ty cổ phần Thông tin tín hiệu đường sắt Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thông tin tín hiệu đường sắt Sài Gòn
Mã chứng khoán:,TSG
Mã ISIN:,VN000000TSG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 45/2017/GCNCP-VSD do VSD cấp lần đầu ngày 13/02/2017
Tổng số chứng khoán đăng ký:,3.074.100 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.741.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
