Keys,Values
Tên TCPH:,"
CTCP Nhựa Bình Minh
"
Tên chứng khoán:,Cổ Phiếu CTCP Nhựa Bình Minh
Mã chứng khoán:,BMP
Mã ISIN:,VN000000BMP5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 08/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 29/06/2006, số 08/2006/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 20/07/2017"
Tổng số chứng khoán đăng ký:,81.860.938 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,818.609.380.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
