Keys,Values
Tên TCPH:,"
Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam - Công ty TNHH Một thành viên
"
Tên chứng khoán:,Trái phiếu Tổng Công ty Đầu tư Phát triển đường cao tốc Việt Nam
Mã chứng khoán:,VEC10802
Mã ISIN:,VN0VEC108027
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,02/2008/GCNTP-TTLK cấp ngày 23/01/2009
Tổng số chứng khoán đăng ký:,2.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,9%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,29/12/2008
Ngày đáo hạn:,29/12/2013
Nơi quản lý tại VSD:,Trụ sở chính
