Keys,Values
Tên TCPH:,"
Công ty cổ phần Đường sắt Quảng Nam - Đà Nẵng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đường sắt Quảng Nam  - Đà Nẵng
Mã chứng khoán:,DNR
Mã ISIN:,VN000000DNR5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 27/2016/GCNCP-VSD do VSD cấp ngày 05/04/2016
Tổng số chứng khoán đăng ký:,1.577.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,15.775.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
