Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Phú Nhuận
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại Phú Nhuận
Mã chứng khoán:,PNG
Mã ISIN:,VN000000PNG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 31/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 21/05/2014, Số 31/2014/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 11/9/2015"
Tổng số chứng khoán đăng ký:,9.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,90.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
