Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Bản Việt
"
Tên chứng quyền:,Chứng quyền VPB/VCSC/M/Au/T/A4
Mã chứng quyền:,CVPB2107
Mã ISIN:,VN0CVPB21071
Mã chứng khoán cơ sở:,VPB
Tổ chức phát hành mã chứng khoán cơ sở:,Ngân hàng Thương mại cổ phần Việt Nam Thịnh Vượng
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,6 tháng
Ngày đáo hạn:,14/03/2022
Tỷ lệ chuyển đổi:,"0,5552:1"
Giá thực hiện:,41.084  đồng
Giá phát hành lần đầu:,5.000  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số 117/2021/GCNCW-VSD do VSD cấp lần đầu ngày 24/09/2021; Số 117/2021/GCNCW-VSD-1 cấp thay đổi lần 01 ngày 05/01/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,10.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,4.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
