Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Dịch vụ TNS Holdings
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần Thương mại Dịch vụ TNS Holdings 2021
Mã chứng khoán:,TN1122016
Mã ISIN:,VNTN11220163
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 22/2022/GCNTPDN-VSD do VSD cấp lần đầu ngày 25/05/2022
Tổng số chứng khoán đăng ký:,4.908.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,490.800.000.000 đồng
Hình thức phát hành:,Chào bán ra công chúng
Lãi suất:,"Lãi suất áp dụng cho năm đầu tiên là 10%/năm. Lãi suất áp dụng cho các kỳ tính lãi tiếp theo bằng 3% cộng với lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là mức lãi suất tiền gửi tiết kiệm cao nhất áp dụng đối với khách hàng cá nhân (trả lãi cuối kỳ) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt Nam do Ngân hàng TMCP Hàng Hải Việt Nam (MSB) công bố vào 9h00 sáng ngày làm việc đầu tiên của mỗi kỳ tính lãi đó."
Cách thức trả lãi:,Trái phiếu được thanh toán theo hình thức chuyển khoản định kỳ 6 tháng một lần kể từ ngày phát hành.
Kỳ hạn:,36 tháng
Ngày phát hành:,15/03/2022
Ngày đáo hạn:,15/03/2025
Nơi quản lý tại VSD:,Trụ sở chính
