Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng số 12
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng số 12
Mã chứng khoán:,V12
Mã ISIN:,VN000000V127
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 80/2009/GCNCP-VSD do VSD cấp lần đầu ngày 02/11/2009, Số 80/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 08/04/2011"
Tổng số chứng khoán đăng ký:,5.818.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,58.180.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
