Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải Dầu khí Thái Bình Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải Dầu khí Thái Bình Dương
Mã chứng khoán:,PVP
Mã ISIN:,VN000000PVP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 26/2013/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 17/10/2013
Tổng số chứng khoán đăng ký:,94.275.028 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,942.750.280.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
