Keys,Values
Tên TCPH:,"
CTCP Thép Nam Kim
"
Tên chứng khoán:,Cổ phiếu CTCP Thép Nam Kim
Mã chứng khoán:,NKG
Mã ISIN:,VN000000NKG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 02/2011/GCNCP-VSD do VSD cấp lần đầu ngày 07/01/2011, Số: 02/2011/GCNCP-VSD-12 cấp thay đổi lần 12 ngày 24/01/2022"
Tổng số chứng khoán đăng ký:,219.398.568 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.193.985.680.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
