Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư Địa ốc No Va
"
Tên chứng khoán:,Trái phiếu NVLG122018
Mã chứng khoán:,NVL11605
Mã ISIN:,VN0NVL116051
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 26/2017/GCNTP-VSD do VSD cấp lần đầu ngày 20/02/2017
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành 
Lãi suất:," + Lãi suất áp dụng cho 02 kỳ xác định lãi suất đầu tiên: 10,9%/năm;
+ Lãi suất cho mỗi kỳ tính lãi sau 02 kỳ xác định lãi suất đầu tiên: Tổng của 4,5%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng của các mức lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) bằng đồng kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam và Ngân hàng NN&PTNN Việt Nam công bố vào ngày làm việc thứ bảy (7) trước ngày đầu tiên của kỳ xác định lãi suất đó."
Cách thức trả lãi:,Thanh toán định kỳ 6 tháng/lần bằng hình thức chuyển khoản
Kỳ hạn:,2 năm
Ngày phát hành:,19/12/2016
Ngày đáo hạn:,19/12/2018
Nơi quản lý tại VSD:,Chi nhánh
