Keys,Values
Tên TCPH:,"
Công ty cổ phần  Dịch vụ Hàng hóa Sài Gòn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Hàng hóa Sài Gòn
Mã chứng khoán:,SCS
Mã ISIN:,VN000000SCS4
Loại chứng khoán:,Cổ phiếu phổ thông và Cổ phiếu ưu đãi
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 130/2017/GCNCP-VSD do VSD cấp ngày 27/06/2017, Số 130/2017/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 01/07/2020"
Tổng số chứng khoán đăng ký:,57.935.700 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,579.357.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
