Keys,Values
Tên TCPH:,"
Công ty cổ phần Siam Brothers Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Siam Brothers Việt Nam
Mã chứng khoán:,SBV
Mã ISIN:,VN000000SBV0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 38/2017/GCNCP-VSD do VSD cấp lần đầu ngày 03/02/2017, Số:  38/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 23/01/2018"
Tổng số chứng khoán đăng ký:,27.366.476 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,273.664.760.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
