Keys,Values
Tên TCPH:,"
Công ty cổ phần May Xuất khẩu Phan Thiết
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần May Xuất khẩu Phan Thiết
Mã chứng khoán:,PTG
Mã ISIN:,VN000000PTG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 86/2009/GCNCP-VSD do VSD cấp lần đầu ngày 12/11/2009, số 86/2009/GCNCP-VSD-5 do VSD cấp thay đổi lần 5 ngày 17/03/2022"
Tổng số chứng khoán đăng ký:,4.996.185 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,49.961.850.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
