Keys,Values
Tên TCPH:,"
CTCP Ô tô Giải Phóng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Ô tô Giải Phóng
Mã chứng khoán:,GGG
Mã ISIN:,VN000000GGG5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 62/2009/GCNCP-VSD do VSD cấp lần đầu ngày 01/10/2009. Số 62/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 15/11/2013
Tổng số chứng khoán đăng ký:,9.635.456 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,96.354.560.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
