Keys,Values
Tên TCPH:,"
Công ty cổ phần Nước và Môi trường Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nước và Môi trường Việt Nam
Mã chứng khoán:,VWS
Mã ISIN:,VN000000VWS6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 43/2016/GCNCP-VSD do VSD cấp lần đầu ngày 29/04/2016,  Số 43/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 14/11/2016"
Tổng số chứng khoán đăng ký:,3.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,36.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
