Keys,Values
Tên TCPH:,"
CTCP Hải Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hải Minh
Mã chứng khoán:,HMH
Mã ISIN:,VN000000HMH9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 172/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 16/07/2010, số 172/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 15/01/2016"
Tổng số chứng khoán đăng ký:,13.199.847 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,131.998.470.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
