Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu dài hạn đợt 1/2007 kỳ hạn 5 năm
Mã chứng khoán:,BID10107
Mã ISIN:,VN0BID101070
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,60.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,6.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.15%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,5 năm
Ngày phát hành:,23/07/2007
Ngày đáo hạn:,23/07/2012
Nơi quản lý tại VSD:,Chi nhánh
